11,Anti-beta Actin antibody [AC-15],ab6276,https://www.abcam.com/ps/products/6/ab6276/Images/ab6276-249560-anti-beta-actin-antibody-ac-15-immunofluorescence.jpg?impolicy=product-thumbnail,Mouse monoclonal [AC-15] to beta Actin,https://www.abcam.com/products/ab6276
12,Anti-NeuN antibody [EPR12763] - Neuronal Marker,ab177487,https://www.abcam.com/ps/products/177/ab177487/Images/ab177487-412051-Neuro-Panel.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR12763] to NeuN - Neuronal Marker,https://www.abcam.com/products/ab177487
13,Anti-Collagen IV antibody,ab6586,https://www.abcam.com/ps/products/6/ab6586/Images/ab6586-297733-37.jpg?impolicy=product-thumbnail,Rabbit polyclonal to Collagen IV,https://www.abcam.com/products/ab6586
14,Anti-c-Myc antibody [Y69] - ChIP Grade,ab32072,https://www.abcam.com/ps/products/32/ab32072/Images/ab32072-506624-anti-c-myc-antibody-y69-chip-grade-immunohistochemistry-skin-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y69] to c-Myc - ChIP Grade,https://www.abcam.com/products/ab32072
15,Anti-beta Actin antibody,ab8227,https://www.abcam.com/ps/products/8/ab8227/Images/ab8227-219008-anti-beta-actin-antibody-western-blot.jpg?impolicy=product-thumbnail,Rabbit polyclonal to beta Actin,https://www.abcam.com/products/ab8227
16,Anti-BrdU antibody [BU1/75 (ICR1)] - Proliferation Marker,ab6326,https://www.abcam.com/ps/products/6/ab6326/Images/ab6326-275496-anti-brdu-antibody-bu1-75-icr1-immunofluorescence.jpg?impolicy=product-thumbnail,Rat monoclonal [BU1/75 (ICR1)] to BrdU - Proliferation Marker,https://www.abcam.com/products/ab6326
17,Anti-GAPDH antibody [6C5] - Loading Control,ab8245,https://www.abcam.com/ps/products/8/ab8245/Images/ab8245-209020-anti-gapdh-antibody-6c5-loading-control-western-blot.jpg?impolicy=product-thumbnail,Mouse monoclonal [6C5] to GAPDH - Loading Control,https://www.abcam.com/products/ab8245
18,Anti-alpha Tubulin antibody [DM1A] - Loading Control,ab7291,https://www.abcam.com/ps/products/7/ab7291/Images/ab7291-347834-ab7291.jpg?impolicy=product-thumbnail,Mouse monoclonal [DM1A] to alpha Tubulin - Loading Control,https://www.abcam.com/products/ab7291
19,Anti-GFAP antibody,ab7260,https://www.abcam.com/ps/products/7/ab7260/Images/ab7260-339606-gfapantibodyab7260tissueclearingmousebrain.jpg?impolicy=product-thumbnail,Rabbit polyclonal to GFAP,https://www.abcam.com/products/ab7260
21,Anti-Vimentin antibody [RV202] - Cytoskeleton Marker,ab8978,https://www.abcam.com/ps/products/8/ab8978/Images/ab8978-277295-anti-vimentin-antibody-rv202-immunofluorescence.jpg?impolicy=product-thumbnail,Mouse monoclonal [RV202] to Vimentin - Cytoskeleton Marker,https://www.abcam.com/products/ab8978
22,Anti-beta III Tubulin antibody - Neuronal Marker,ab18207,https://www.abcam.com/ps/products/18/ab18207/Images/ab18207-108-anti-beta-iii-tubulin-neuronal-marker-antibody-immunocytochemistry-pc12-rat.jpg?impolicy=product-thumbnail,Rabbit polyclonal to beta III Tubulin - Neuronal Marker,https://www.abcam.com/products/ab18207
23,Anti-Synaptophysin antibody [YE269],ab32127,https://www.abcam.com/ps/products/32/ab32127/Images/ab32127-18-anti-synaptophysin-antibody-ye269-immunocytochemistry-neuron-mouse.jpg?impolicy=product-thumbnail,Rabbit monoclonal [YE269] to Synaptophysin,https://www.abcam.com/products/ab32127
24,Anti-Histone H3 (tri methyl K4) antibody - ChIP Grade,ab8580,https://www.abcam.com/ps/products/8/ab8580/Images/ab8580-263708-anti-histone-h3-tri-methyl-k4-antibody-chip-grade-chip.jpg?impolicy=product-thumbnail,Rabbit polyclonal to Histone H3 (tri methyl K4) - ChIP Grade,https://www.abcam.com/products/ab8580
25,Anti-EGFR antibody [EP38Y],ab52894,https://www.abcam.com/ps/products/52/ab52894/Images/ab52894-513091-AntiEGFR-antibody-EP38Y-tissue-microarray.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP38Y] to EGFR,https://www.abcam.com/products/ab52894
26,Anti-IKB alpha antibody [E130],ab32518,https://www.abcam.com/ps/products/32/ab32518/Images/ab32518-291901-anti-ikb-alpha-antibody-e130-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [E130] to IKB alpha,https://www.abcam.com/products/ab32518
27,Anti-Histone H3 (acetyl K27) antibody - ChIP Grade,ab4729,https://www.abcam.com/ps/products/4/ab4729/Images/ab4729-249105-anti-histone-h3-acetyl-k27-antibody-chip-grade-chip.jpg?impolicy=product-thumbnail,Rabbit polyclonal to Histone H3 (acetyl K27) - ChIP Grade,https://www.abcam.com/products/ab4729
28,Anti-PDGFR alpha + PDGFR beta antibody [Y92] - C-terminal,ab32570,https://www.abcam.com/ps/products/32/ab32570/Images/ab32570-470037-anti-PDGF-Receptor-alpha--beta-wb.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y92] to PDGFR alpha + PDGFR beta - C-terminal,https://www.abcam.com/products/ab32570
29,Anti-Nrf2 antibody [EP1808Y] - ChIP Grade,ab62352,https://www.abcam.com/ps/products/62/ab62352/Images/ab62352-512137-anti-nrf2-antibody-ep1808y-chip-grade-western-blot-wild-type-a549-cell-lysate-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP1808Y] to Nrf2 - ChIP Grade,https://www.abcam.com/products/ab62352
30,Anti-Histone H3 (di methyl K9) antibody [mAbcam 1220] - ChIP Grade,ab1220,https://www.abcam.com/ps/products/1/ab1220/Images/ab1220-299382-anti-histone-h3-di-methyl-k9-antibody-mabcam-1220-chip-grade-chip.jpg?impolicy=product-thumbnail,Mouse monoclonal [mAbcam 1220] to Histone H3 (di methyl K9) - ChIP Grade,https://www.abcam.com/products/ab1220
31,Anti-beta III Tubulin antibody [2G10] - Neuronal Marker,ab78078,https://www.abcam.com/ps/products/78/ab78078/Images/ab78078-295584-anti-beta-iii-tubulin-antibody-2g10-neuronal-marker-western-blot.jpg?impolicy=product-thumbnail,Mouse monoclonal [2G10] to beta III Tubulin - Neuronal Marker,https://www.abcam.com/products/ab78078
32,Anti-VDAC1/Porin + VDAC3 antibody [20B12AF2],ab14734,https://www.abcam.com/ps/products/14/ab14734/Images/ab14734-15-anti-vdac1-porin-antibody-20b12af2-western-blot-human-lysate.jpg?impolicy=product-thumbnail,Mouse monoclonal [20B12AF2] to VDAC1/Porin + VDAC3,https://www.abcam.com/products/ab14734
33,Anti-Histone H3 (tri methyl K9) antibody - ChIP Grade,ab8898,https://www.abcam.com/ps/products/8/ab8898/Images/ab8898-263710-anti-histone-h3-tri-methyl-k9-antibody-chip-grade-chip.jpg?impolicy=product-thumbnail,Rabbit polyclonal to Histone H3 (tri methyl K9) - ChIP Grade,https://www.abcam.com/products/ab8898
34,Anti-PBR antibody [EPR5384],ab109497,https://www.abcam.com/ps/products/109/ab109497/Images/ab109497-450604-anti-pbr-antibody-epr5384-western-blot-wild-type-hct116-lysates.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR5384] to PBR,https://www.abcam.com/products/ab109497
35,Anti-VCAM1 antibody [EPR5047],ab134047,https://www.abcam.com/ps/products/134/ab134047/Images/ab134047-450913-AntiVCAM1-antibody-ELISA.png?impolicy=product-thumbnail,Rabbit monoclonal [EPR5047] to VCAM1,https://www.abcam.com/products/ab134047
36,Anti-PCNA antibody [PC10],ab29,https://www.abcam.com/ps/products/0/ab29/Images/ab29-347830-ab29WBforPWS.jpg?impolicy=product-thumbnail,Mouse monoclonal [PC10] to PCNA,https://www.abcam.com/products/ab29
37,Anti-CD34 antibody [EP373Y],ab81289,https://www.abcam.com/ps/products/81/ab81289/Images/ab81289-270675-ab81289FC1.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP373Y] to CD34,https://www.abcam.com/products/ab81289
38,Anti-alpha smooth muscle Actin antibody [EPR5368],ab124964,https://www.abcam.com/ps/products/124/ab124964/Images/ab124964-512545-anti-alpha-smooth-muscle-actin-antibody-epr5368-immunohistochemistry-tma-map-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR5368] to alpha smooth muscle Actin,https://www.abcam.com/products/ab124964
39,Anti-Cytokeratin 8 antibody [EP1628Y] - Cytoskeleton Marker,ab53280,https://www.abcam.com/ps/products/53/ab53280/Images/ab53280-22-anti-cytokeratin-8-antibody-ep1628y-cytoskeleton-marker-western-blot-human-lysate.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP1628Y] to Cytokeratin 8 - Cytoskeleton Marker,https://www.abcam.com/products/ab53280
41,Anti-E Cadherin antibody [EP700Y] - Intercellular Junction Marker,ab40772,https://www.abcam.com/ps/products/40/ab40772/Images/ab40772-513112-anti-e-cadherin-antibody-ep700y-intercellular-junction-marker-western-blot-wildtype-a431-cdh1-knockout-a431-mcf7-mdamb231.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP700Y] to E Cadherin - Intercellular Junction Marker,https://www.abcam.com/products/ab40772
42,Anti-PDGFR alpha antibody [EPR22059-270],ab203491,https://www.abcam.com/ps/products/203/ab203491/Images/ab203491-514420-anti-pdgfr-alpha-antibody-epr22059-270-western-blot-sh-sy5y-brain-heart-lung-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR22059-270] to PDGFR alpha,https://www.abcam.com/products/ab203491
43,Anti-PKC alpha antibody [Y124],ab32376,https://www.abcam.com/ps/products/32/ab32376/Images/ab32376-508148-anti-pkc-alpha-antibody-y124-western-blot-recombinant-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y124] to PKC alpha,https://www.abcam.com/products/ab32376
44,Anti-GAPDH antibody - Loading Control,ab9485,https://www.abcam.com/ps/products/9/ab9485/Images/ab9485-222527-anti-gapdh-antibody-loading-control-western-blot.jpg?impolicy=product-thumbnail,Rabbit polyclonal to GAPDH - Loading Control,https://www.abcam.com/products/ab9485
45,Anti-p27 KIP 1 antibody [Y236],ab32034,https://www.abcam.com/ps/products/32/ab32034/Images/ab32034-477277-anti-p27-kip-1-antibody-y236-western-blot-wildtype-raw-2647-cdkn1b-knockout-raw-2647.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y236] to p27 KIP 1,https://www.abcam.com/products/ab32034
46,Anti-CD31 antibody,ab28364,https://www.abcam.com/ps/products/28/ab28364/Images/ab28364-453297-anti-cd31-antibody-immunohistochemistry-tonsil-human.jpg?impolicy=product-thumbnail,Rabbit polyclonal to CD31,https://www.abcam.com/products/ab28364
47,Anti-Cyclin D1 antibody [SP4],ab16663,https://www.abcam.com/ps/products/16/ab16663/Images/ab16663-512544-anti-cyclin-d1-antibody-sp4-western-blot-wildtype-a549-ccnd1-knockout-a549-shsy5y-k562.jpg?impolicy=product-thumbnail,Rabbit monoclonal [SP4] to Cyclin D1,https://www.abcam.com/products/ab16663
48,Anti-Paxillin antibody [Y113],ab32084,https://www.abcam.com/ps/products/32/ab32084/Images/ab32084-512745-anti-paxillin-antibody-y113-western-blot-wildtype-a431-pxn-knockout-a431.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y113] to Paxillin,https://www.abcam.com/products/ab32084
49,Anti-Collagen I antibody [EPR7785],ab138492,https://www.abcam.com/ps/products/138/ab138492/Images/ab138492-503684-anti-collagen-i-antibody-epr7785-western-blot-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR7785] to Collagen I,https://www.abcam.com/products/ab138492
50,Anti-PGP9.5 antibody [EPR4118] - Neuronal Marker,ab108986,https://www.abcam.com/ps/products/108/ab108986/Images/ab108986-18-anti-pgp9-5-antibody-epr4118-western-blot-human-lysate.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR4118] to PGP9.5 - Neuronal Marker,https://www.abcam.com/products/ab108986
51,Anti-ATG9A antibody [EPR2450(2)],ab108338,https://www.abcam.com/ps/products/108/ab108338/Images/ab108338-255289-anti-atg9a-antibody-epr24502-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR2450(2)] to ATG9A,https://www.abcam.com/products/ab108338
52,Anti-METTL3 antibody [EPR18810],ab195352,https://www.abcam.com/ps/products/195/ab195352/Images/ab195352-270857-anti-mettl3-antibody-epr18810-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR18810] to METTL3,https://www.abcam.com/products/ab195352
53,Anti-Sumo 1 antibody [Y299] - ChIP Grade,ab32058,https://www.abcam.com/ps/products/32/ab32058/Images/ab32058-17-AntiSumo-1-antibody-Y299--ChIP-GradeChIP.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y299] to Sumo 1 - ChIP Grade,https://www.abcam.com/products/ab32058
54,Anti-MMP14 antibody [EP1264Y],ab51074,https://www.abcam.com/ps/products/51/ab51074/Images/ab51074-383743-anti-mmp14-antibody-ep1264y-western-blot-a431-wt-a431-mmp14-knockout-hela-caco2.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP1264Y] to MMP14,https://www.abcam.com/products/ab51074
55,Anti-160 kD Neurofilament Medium antibody [EPR23510-76],ab254348,https://www.abcam.com/ps/products/254/ab254348/Images/ab254348-459592-anti-160-kd-neurofilament-medium-antibody-epr2351076-western-blot-lysate.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR23510-76] to 160 kD Neurofilament Medium,https://www.abcam.com/products/ab254348
56,Anti-Integrin alpha 5 antibody [EPR7854],ab150361,https://www.abcam.com/ps/products/150/ab150361/Images/ab150361-264668-anti-integrin-alpha-5-antibody-epr7854-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR7854] to Integrin alpha 5,https://www.abcam.com/products/ab150361
57,Anti-CD146 antibody [EPR3208],ab75769,https://www.abcam.com/ps/products/75/ab75769/Images/ab75769-301827-anti-cd146-antibody-epr3208-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR3208] to CD146,https://www.abcam.com/products/ab75769
58,Anti-Fibronectin antibody,ab2413,https://www.abcam.com/ps/products/2/ab2413/Images/ab2413-448191-anti-fibronectin-antibody-immunohistochemistry-kidney-human.jpg?impolicy=product-thumbnail,Rabbit polyclonal to Fibronectin,https://www.abcam.com/products/ab2413
59,Anti-RAB7 antibody [EPR7589],ab137029,https://www.abcam.com/ps/products/137/ab137029/Images/ab137029-465251-anti-rab7-antibody-epr7589-western-blot-wildtype-hela-rab7a-knockout-hela.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR7589] to RAB7,https://www.abcam.com/products/ab137029
61,Anti-Glutathione Peroxidase 4 antibody [EPNCIR144],ab125066,https://www.abcam.com/ps/products/125/ab125066/Images/ab125066-459625-anti-glutathione-peroxidase-4-antibody-epncir144-western-blot-wildtype-hela-gpx4-knockout-hela-jurkat.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPNCIR144] to Glutathione Peroxidase 4,https://www.abcam.com/products/ab125066
62,Anti-PD-L1 antibody [28-8],ab205921,https://www.abcam.com/ps/products/205/ab205921/Images/ab205921-343648-AntiPDL1-antibody-288-immunohistochemistry-tonsil-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [28-8] to PD-L1,https://www.abcam.com/products/ab205921
63,Anti-LRP1 antibody [EPR3724],ab92544,https://www.abcam.com/ps/products/92/ab92544/Images/ab92544-267203-anti-lrp1-antibody-epr3724-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR3724] to LRP1,https://www.abcam.com/products/ab92544
64,Anti-active YAP1 antibody [EPR19812],ab205270,https://www.abcam.com/ps/products/205/ab205270/Images/ab205270-331020-anti-active-yap1-antibody-epr19812-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR19812] to active YAP1,https://www.abcam.com/products/ab205270
65,Anti-Bax antibody [E63],ab32503,https://www.abcam.com/ps/products/32/ab32503/Images/ab32503-448884-recombinant-anti-bax-antibody-e63-western-blot-hela-lysates.jpg?impolicy=product-thumbnail,Rabbit monoclonal [E63] to Bax,https://www.abcam.com/products/ab32503
66,Anti-CNPase antibody [11-5B],ab6319,https://www.abcam.com/ps/products/6/ab6319/Images/ab6319-22-anti-cnpase-115b-anitbody-immunocytochemistry-primary-neurons-div14-rat.jpg?impolicy=product-thumbnail,Mouse monoclonal [11-5B] to CNPase,https://www.abcam.com/products/ab6319
67,Anti-GFP antibody,ab13970,https://www.abcam.com/ps/products/13/ab13970/Images/ab13970-395347-anti-gfp-antibody-wb-mouse-cardiomyocytes-overexpressed-with-gfp-plasmid-cells.jpg?impolicy=product-thumbnail,Chicken polyclonal to GFP,https://www.abcam.com/products/ab13970
68,Anti-Glucose Transporter GLUT1 antibody [EPR3915],ab115730,https://www.abcam.com/ps/products/115/ab115730/Images/ab115730-513200-anti-glucose-transporter-clut1-antibody-epr3915-western-blot-wildtype-hepg2-slc2a1-knockout-hepg2-a549-jurkat.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR3915] to Glucose Transporter GLUT1,https://www.abcam.com/products/ab115730
69,Anti-HDAC2 antibody [Y461],ab32117,https://www.abcam.com/ps/products/32/ab32117/Images/ab32117-478707-anti-hdac2-antibody-y461-westernblot-human-mouse-rat.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y461] to HDAC2,https://www.abcam.com/products/ab32117
70,Anti-LC3B antibody [EPR18709] - Autophagosome Marker,ab192890,https://www.abcam.com/ps/products/192/ab192890/Images/ab192890-512136-anti-lc3b-antibody-epr18709-autophagosome-marker-western-blot-wildtype-hepg2-untreated-control-wildtype-hepg2-treated-chloroquine-50.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR18709] to LC3B - Autophagosome Marker,https://www.abcam.com/products/ab192890
71,Anti-HDAC1 antibody [EPR460(2)],ab109411,https://www.abcam.com/ps/products/109/ab109411/Images/ab109411-20-anti-hdac1-antibody-epr4602-immunocytochemistry-hela.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR460(2)] to HDAC1,https://www.abcam.com/products/ab109411
72,Anti-Smad3 antibody [EP568Y],ab40854,https://www.abcam.com/ps/products/40/ab40854/Images/ab40854-513011-anti-smad3-antibody-ep568y-western-blot-wildtype-a549-smad3-knockout-a549-ab.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP568Y] to Smad3,https://www.abcam.com/products/ab40854
73,Anti-CD10 antibody [EPR22867-118],ab256494,https://www.abcam.com/ps/products/256/ab256494/Images/ab256494-353914-anti-cd10-antibody-epr22867-118-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR22867-118] to CD10,https://www.abcam.com/products/ab256494
74,Anti-MCL1 antibody [Y37],ab32087,https://www.abcam.com/ps/products/32/ab32087/Images/ab32087-393625-anti-mcl1-antibody-y37-western-blot-human-knockout-lysate.jpg?impolicy=product-thumbnail,Rabbit monoclonal [Y37] to MCL1,https://www.abcam.com/products/ab32087
75,Anti-SQSTM1 / p62 antibody [EPR4844] - Autophagosome Marker,ab109012,https://www.abcam.com/ps/products/109/ab109012/Images/ab109012-21-anti-SQSTM1-antibody-EPR4844-immunocytochemistry-immunofluorescence-Hap1-human-meoh-pfa.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR4844] to SQSTM1 / p62 - Autophagosome Marker,https://www.abcam.com/products/ab109012
76,Anti-Notch1 antibody [EP1238Y],ab52627,https://www.abcam.com/ps/products/52/ab52627/Images/ab52627-450226-anti-notch1-antibody-ep1238y-western-blot-hela-lysates.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP1238Y] to Notch1,https://www.abcam.com/products/ab52627
77,Anti-STAT5b antibody [EPR16671],ab178941,https://www.abcam.com/ps/products/178/ab178941/Images/ab178941-481223-anti-stat5b-antibody-epr16671-western-blot-stat5b-knockout-hela-cells.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR16671] to STAT5b,https://www.abcam.com/products/ab178941
78,Anti-MTCO1 antibody [1D6E1A8],ab14705,https://www.abcam.com/ps/products/14/ab14705/Images/ab14705-510025-anti-mtco1-antibody-1d6e1a8-western-blot-hela-mcf7-.jpg?impolicy=product-thumbnail,Mouse monoclonal [1D6E1A8] to MTCO1,https://www.abcam.com/products/ab14705
79,Anti-BRG1 antibody [EPNCIR111A],ab110641,https://www.abcam.com/ps/products/110/ab110641/Images/ab110641-480813-1106416557westernblotwildtypehek293tsmarca4knockouthek293t.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPNCIR111A] to BRG1,https://www.abcam.com/products/ab110641
81,Anti-p21 antibody [EPR362],ab109520,https://www.abcam.com/ps/products/109/ab109520/Images/ab109520-472350-anti-p21-antibody-epr362-western-blot-wildtype-hela-vehicle-control-fluvastatin-0-m-24-h-wildtype-hela-tre.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR362] to p21,https://www.abcam.com/products/ab109520
82,Anti-Annexin A1/ANXA1 antibody [EPR19342],ab214486,https://www.abcam.com/ps/products/214/ab214486/Images/ab214486-389534-antiANXA1antibodyimmunocytochemistryimmunofluorescencehelahuman.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR19342] to Annexin A1/ANXA1,https://www.abcam.com/products/ab214486
83,Anti-DAZL antibody [EPR21028],ab215718,https://www.abcam.com/ps/products/215/ab215718/Images/ab215718-12-anti-dazl-epr21028-antibody-immunocytochemistry-mes-mouse.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR21028] to DAZL,https://www.abcam.com/products/ab215718
84,Anti-Lamin B1 antibody [EPR8985(B)] - Nuclear Envelope Marker,ab133741,https://www.abcam.com/ps/products/133/ab133741/Images/ab133741-448935-recombinant-anti-lamin-b1-antibody-epr8985b-western-blot-hela-lysates.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR8985(B)] to Lamin B1 - Nuclear Envelope Marker,https://www.abcam.com/products/ab133741
85,Anti-Iba1 antibody [EPR16588],ab178846,https://www.abcam.com/ps/products/178/ab178846/Images/ab178846-501384-antiiba1antibodyepr16589westernblotspleenbrainhippocampusmouseratab178846.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR16588] to Iba1,https://www.abcam.com/products/ab178846
86,Anti-Lamin B1 antibody [EPR22165-121],ab229025,https://www.abcam.com/ps/products/229/ab229025/Images/ab229025-513931-AntiLamin-B1-antibody-EPR22165121-immunohistochemistry-humanendometrial-carcinoma.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR22165-121] to Lamin B1,https://www.abcam.com/products/ab229025
87,Anti-alpha Actinin 4 antibody [EPR2533(2)],ab108198,https://www.abcam.com/ps/products/108/ab108198/Images/ab108198-482479-anti-alpha-actinin-4-antibody-epr2533-2-westernblot-hela-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR2533(2)] to alpha Actinin 4,https://www.abcam.com/products/ab108198
88,Anti-EHMT2/G9A antibody [EPR18894] - ChIP Grade,ab185050,https://www.abcam.com/ps/products/185/ab185050/Images/ab185050-389663-anti-ehmt2g9a-antibody-epr18894-western-blot-human-lysate.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR18894] to EHMT2/G9A - ChIP Grade,https://www.abcam.com/products/ab185050
89,Anti-HLA A antibody [EP1395Y],ab52922,https://www.abcam.com/ps/products/52/ab52922/Images/ab52922-515246-anti-hla-a-antibody-ep1395y-western-blot-a549-cell-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP1395Y] to HLA A,https://www.abcam.com/products/ab52922
90,Anti-HP1 alpha antibody [EPR5777] - Heterochromatin marker,ab109028,https://www.abcam.com/ps/products/109/ab109028/Images/ab109028-504497-anti-hp1-alpha-antibody-epr5777-heterochromatin-marker-immunochemistry-HeLa-human.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR5777] to HP1 alpha - Heterochromatin marker,https://www.abcam.com/products/ab109028
91,Anti-Ndufs4 antibody [EP7832],ab137064,https://www.abcam.com/ps/products/137/ab137064/Images/ab137064-298335-anti-ndufs4-antibody-ep7832-western-blot.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EP7832] to Ndufs4,https://www.abcam.com/products/ab137064
92,Anti-Occludin antibody [EPR20992],ab216327,https://www.abcam.com/ps/products/216/ab216327/Images/ab216327-512448-anti-occludin-antibody-epr20992-tma-map.jpg?impolicy=product-thumbnail,Rabbit monoclonal [EPR20992] to Occludin,https://www.abcam.com/products/ab216327
